site,Col_Company,Col_Recruit,Col_detail,Col_url
Job_Korea,휴먼교육센터,[국비무료/기숙사무료] AI심화/데이터분석/인공지능/풀스택(무료숙식제공), | 경기 안산시 상록구 본오동 | 등록일 3/30 | D-3,https://www.albamon.com/jobs/detail/108538157?ng=1&searchKeyword=데이터분석
Job_Korea,인터프로셀㈜,[성수/외국계기업] 환경분석 시험보조 채용,"월급2,096,270원 | 서울 성동구 성수동2가 | 등록일 7시간전 | D-4",https://www.albamon.com/jobs/detail/108731639?ng=1&searchKeyword=데이터분석
Job_Korea,디오브이매니지먼트 코리아 유한책임회사,"시장분석부터 딜소싱까지, AI/기술 기반 비즈니스 컨설턴트 모집","건별10,030원 | 서울 강남구 삼성동 | 등록일 3/27 | 마감일 상시모집",https://www.albamon.com/jobs/detail/108644649?ng=1&searchKeyword=데이터분석
Job_Korea,뉴클리어엔지니어링,야외추적자실험 지원 및 GC분석,"월급2,096,270원 | 대전 유성구 구룡동 | 등록일 3/31 | 마감일 상시모집",https://www.albamon.com/jobs/detail/108697558?ng=1&searchKeyword=데이터분석
Job_Korea,데이터분석,[SK자회사/2개월 단기] 데이터 분석 및 수집 아르바이트 직원 채용,"월급2,096,270원 | 서울 강남구 삼성동 | 등록일 3/29 | 마감일 상시모집",https://www.albamon.com/jobs/detail/108667285?ng=1&searchKeyword=데이터분석
Job_Korea,비앤브이솔루션 주식회사,"인천지역 중, 고등학교 빅데이터 / 인공지능 강사 모집 +[강사풀 등록]","시급30,000원 | 인천 계양구 박촌동 | 등록일 3/24 | D-3",https://www.albamon.com/jobs/detail/108575251?ng=1&searchKeyword=데이터분석
Job_Korea,"#연구보조 및 측정,증량작업#고졸및전문대졸까지#경력쌓기",광학필름 연구보조 및 레진 실험 준비 및 측정등 보조업무 초보가능,"연봉29,000,000원 | 경기 오산시 오산동 | 등록일 3/24 | 마감일 상시모집",https://www.albamon.com/jobs/detail/108575875?ng=1&searchKeyword=데이터분석
Job_Korea,"#연구보조 및 측정,증량작업#고졸및전문대졸까지#경력쌓기",필름배합액 연구보조 및 레진 실험 준비 및 측정등 보조업무 초보가능,"연봉29,000,000원 | 경기 평택시 진위면 | 등록일 3/24 | 마감일 상시모집",https://www.albamon.com/jobs/detail/108575031?ng=1&searchKeyword=데이터분석
Job_Korea,㈜메트릭스,[주1회 재택지원/사무보조] 데이터 분석 및 온라인 모니터링 담당자 채용,"월급2,400,000원 | 서울 서초구 양재동 | 등록일 3/22 | D-6",https://www.albamon.com/jobs/detail/108513038?ng=1&searchKeyword=데이터분석
Job_Korea,"#연구보조 및 측정,증량작업#고졸및전문대졸까지#연구보조","광학필름 연구보조 분석,측정 및 배합액 레진 작업등, 초보가능 급급","연봉29,000,000원 | 경기 평택시 진위면 | 등록일 3/31 | 마감일 상시모집",https://www.albamon.com/jobs/detail/108709550?ng=1&searchKeyword=데이터분석
Job_Korea,휴먼교육센터,[국비무료/기숙사무료] AI심화/데이터분석/인공지능/풀스택(무료숙식제공), | 경기 수원시 영통구 이의동 | 등록일 3/30 | D-3,https://www.albamon.com/jobs/detail/108538145?ng=1&searchKeyword=데이터분석
